datetime,timestamp,temperature,humidity,light_intensity,voc,pm_1_0,pm_2_5,pm_4_0,pm_10_0,decibel,co2,pressure,formaldehyde,voc_index
2025-06-01 17:00:51,1748782851.0,21.17,57.85,80.0,0.05,2.7,2.9,2.9,2.9,60.0,418.0,1000.22,0.0,47.0
2025-06-01 17:01:51,1748782911.0,21.17,57.88,80.0,0.05,2.7,2.9,2.9,2.9,60.0,417.0,1000.21,0.0,47.0
2025-06-01 17:02:51,1748782971.0,21.17,57.88,80.0,0.05,2.6,2.7,2.7,2.7,60.0,418.0,1000.2,0.0,47.0
2025-06-01 17:03:51,1748783031.0,21.17,57.88,80.0,0.05,2.6,2.8,2.8,2.8,60.0,420.0,1000.2,0.0,47.0
2025-06-01 17:04:51,1748783091.0,21.17,57.91,80.0,0.05,2.7,2.8,2.8,2.8,60.0,426.0,1000.19,0.0,47.0
2025-06-01 17:05:51,1748783151.0,21.17,57.88,80.0,0.05,2.4,2.6,2.6,2.6,60.0,426.0,1000.19,0.0,47.0
2025-06-01 17:06:51,1748783211.0,21.18,57.91,80.0,0.05,2.1,2.3,2.3,2.3,60.0,422.0,1000.21,0.0,47.0
2025-06-01 17:07:51,1748783271.0,21.19,57.85,80.0,0.05,2.1,2.3,2.3,2.3,60.0,425.0,1000.21,0.0,47.0
2025-06-01 17:08:51,1748783331.0,21.19,57.86,80.0,0.05,2.6,2.7,2.7,2.7,60.0,425.0,1000.23,0.0,48.0
2025-06-01 17:09:51,1748783391.0,21.2,57.82,80.0,0.05,2.6,2.8,2.8,2.8,60.0,422.0,1000.22,0.0,48.0
2025-06-01 17:10:51,1748783451.0,21.2,57.84,80.0,0.05,2.6,2.7,2.7,2.7,60.0,426.0,1000.23,0.0,48.0
2025-06-01 17:11:51,1748783511.0,21.21,57.78,80.0,0.05,2.4,2.6,2.6,2.6,60.0,429.0,1000.24,0.0,48.0
2025-06-01 17:12:51,1748783571.0,21.21,57.77,80.0,0.05,2.5,2.7,2.7,2.7,60.0,429.0,1000.24,0.0,48.0
2025-06-01 17:13:51,1748783631.0,21.21,57.75,80.0,0.05,2.6,2.8,2.8,2.8,60.0,428.0,1000.24,0.0,48.0
2025-06-01 17:14:51,1748783691.0,21.21,57.73,80.0,0.05,2.3,2.4,2.4,2.4,60.0,425.0,1000.24,0.0,49.0
2025-06-01 17:15:51,1748783751.0,21.21,57.72,80.0,0.05,2.3,2.4,2.4,2.4,60.0,430.0,1000.24,0.0,49.0
2025-06-01 17:16:51,1748783811.0,21.21,57.74,80.0,0.05,2.9,3.1,3.1,3.1,60.0,424.0,1000.24,0.0,49.0
2025-06-01 17:17:51,1748783871.0,21.21,57.71,80.0,0.05,3.2,3.3,3.3,3.3,60.0,418.0,1000.24,0.0,50.0
2025-06-01 17:18:51,1748783931.0,21.2,57.74,80.0,0.05,2.8,3.0,3.0,3.0,60.0,421.0,1000.23,0.0,52.0
2025-06-01 17:19:51,1748783991.0,21.19,57.74,80.0,0.05,3.0,3.2,3.2,3.2,60.0,421.0,1000.22,0.0,54.0
2025-06-01 17:20:51,1748784051.0,21.18,57.76,80.0,0.05,2.7,2.8,2.8,2.8,60.0,418.0,1000.23,0.0,57.0
2025-06-01 17:21:51,1748784111.0,21.18,57.77,80.0,0.05,2.7,2.9,2.9,2.9,60.0,419.0,1000.23,0.0,60.0
2025-06-01 17:22:51,1748784171.0,21.18,57.83,80.0,0.06,2.7,2.8,2.8,2.8,60.0,424.0,1000.25,0.0,62.0
2025-06-01 17:23:51,1748784231.0,21.18,57.84,80.0,0.06,2.3,2.5,2.5,2.5,60.0,423.0,1000.26,0.0,63.0
2025-06-01 17:24:51,1748784291.0,21.19,57.83,80.0,0.06,2.6,2.7,2.7,2.7,60.0,424.0,1000.26,0.0,64.0
2025-06-01 17:25:51,1748784351.0,21.19,57.78,80.0,0.06,2.7,2.8,2.8,2.8,60.0,424.0,1000.26,0.0,64.0
2025-06-01 17:26:51,1748784411.0,21.2,57.81,80.0,0.06,2.6,2.7,2.7,2.7,60.0,422.0,1000.26,0.0,64.0
2025-06-01 17:27:51,1748784471.0,21.2,57.78,80.0,0.06,2.9,3.0,3.0,3.0,60.0,419.0,1000.26,0.0,64.0
2025-06-01 17:28:51,1748784531.0,21.2,57.85,80.0,0.06,2.8,2.9,2.9,2.9,60.0,422.0,1000.26,0.0,64.0
2025-06-01 17:29:51,1748784591.0,21.2,57.84,80.0,0.06,2.5,2.7,2.7,2.7,60.0,427.0,1000.25,0.0,63.0
2025-06-01 17:30:51,1748784651.0,21.2,57.86,80.0,0.06,2.4,2.6,2.6,2.6,60.0,426.0,1000.25,0.0,63.0
2025-06-01 17:31:51,1748784711.0,21.2,57.86,80.0,0.06,2.6,2.7,2.7,2.7,60.0,425.0,1000.25,0.0,63.0
2025-06-01 17:32:51,1748784771.0,21.2,57.88,80.0,0.06,2.9,3.1,3.1,3.1,60.0,425.0,1000.25,0.0,62.0
2025-06-01 17:33:51,1748784831.0,21.2,57.88,80.0,0.06,3.0,3.2,3.2,3.2,60.0,429.0,1000.24,0.0,62.0
2025-06-01 17:34:51,1748784891.0,21.2,57.87,80.0,0.06,3.1,3.3,3.3,3.3,60.0,432.0,1000.25,0.0,61.0
2025-06-01 17:35:51,1748784951.0,21.19,57.89,80.0,0.06,2.9,3.1,3.1,3.1,60.0,434.0,1000.25,0.0,60.0
2025-06-01 17:36:51,1748785011.0,21.18,57.92,80.0,0.06,2.9,3.0,3.0,3.0,60.0,427.0,1000.26,0.0,59.0
2025-06-01 17:37:51,1748785071.0,21.18,57.92,80.0,0.05,3.0,3.2,3.2,3.2,60.0,423.0,1000.27,0.0,59.0
2025-06-01 17:38:51,1748785131.0,21.17,57.9,80.0,0.05,2.5,2.6,2.6,2.6,60.0,421.0,1000.28,0.0,58.0
2025-06-01 17:39:51,1748785191.0,21.17,57.85,80.0,0.05,2.8,2.9,2.9,2.9,60.0,418.0,1000.29,0.0,57.0
2025-06-01 17:40:51,1748785251.0,21.17,57.82,80.0,0.05,3.1,3.3,3.3,3.3,60.0,417.0,1000.29,0.0,57.0
2025-06-01 17:41:51,1748785311.0,21.17,57.82,80.0,0.05,3.2,3.4,3.4,3.4,60.0,420.0,1000.28,0.0,56.0
2025-06-01 17:42:51,1748785371.0,21.16,57.81,80.0,0.05,2.7,2.8,2.8,2.8,60.0,421.0,1000.27,0.0,56.0
2025-06-01 17:43:51,1748785431.0,21.16,57.81,80.0,0.05,2.8,3.0,3.0,3.0,60.0,421.0,1000.27,0.0,55.0
2025-06-01 17:44:51,1748785491.0,21.17,57.8,80.0,0.05,2.8,3.0,3.0,3.0,60.0,418.0,1000.27,0.0,55.0
2025-06-01 17:45:51,1748785551.0,21.17,57.82,80.0,0.05,2.4,2.6,2.6,2.6,60.0,416.0,1000.28,0.0,55.0
2025-06-01 17:46:51,1748785611.0,21.16,57.84,80.0,0.05,3.0,3.2,3.2,3.2,60.0,415.0,1000.29,0.0,55.0
2025-06-01 17:47:51,1748785671.0,21.15,57.85,80.0,0.05,2.9,3.0,3.0,3.0,60.0,413.0,1000.3,0.0,55.0
2025-06-01 17:48:51,1748785731.0,21.15,57.89,80.0,0.05,2.9,3.1,3.1,3.1,60.0,417.0,1000.3,0.0,56.0
2025-06-01 17:49:51,1748785791.0,21.14,57.86,80.0,0.05,2.6,2.8,2.8,2.8,60.0,418.0,1000.3,0.0,57.0
2025-06-01 17:50:51,1748785851.0,21.14,57.88,80.0,0.05,2.6,2.7,2.7,2.7,60.0,415.0,1000.29,0.0,59.0
2025-06-01 17:51:51,1748785911.0,21.15,57.85,80.0,0.06,2.5,2.6,2.6,2.6,60.0,423.0,1000.28,0.0,61.0
2025-06-01 17:52:51,1748785971.0,21.15,57.84,80.0,0.06,2.6,2.7,2.7,2.7,60.0,422.0,1000.28,0.0,63.0
2025-06-01 17:53:51,1748786031.0,21.17,57.84,80.0,0.06,2.5,2.6,2.6,2.6,60.0,421.0,1000.28,0.0,65.0
2025-06-01 17:54:51,1748786091.0,21.19,57.76,80.0,0.06,2.7,2.8,2.8,2.8,60.0,420.0,1000.27,0.0,67.0
2025-06-01 17:55:51,1748786151.0,21.21,57.7,80.0,0.06,2.5,2.7,2.7,2.7,60.0,422.0,1000.27,0.0,67.0
2025-06-01 17:56:51,1748786211.0,21.22,57.63,80.0,0.06,2.1,2.2,2.2,2.2,60.0,418.0,1000.26,0.0,67.0
2025-06-01 17:57:51,1748786271.0,21.25,57.56,80.0,0.06,2.0,2.1,2.1,2.1,60.0,418.0,1000.27,0.0,67.0
2025-06-01 17:58:51,1748786331.0,21.26,57.52,80.0,0.06,2.0,2.1,2.1,2.1,60.0,416.0,1000.25,0.0,67.0
2025-06-01 17:59:51,1748786391.0,21.28,57.45,80.0,0.06,2.4,2.5,2.5,2.5,60.0,412.0,1000.26,0.0,67.0
2025-06-01 18:00:51,1748786451.0,21.3,57.35,80.0,0.06,2.4,2.6,2.6,2.6,60.0,407.0,1000.27,0.0,67.0
2025-06-01 18:01:51,1748786511.0,21.31,57.31,80.0,0.06,2.3,2.4,2.4,2.4,60.0,411.0,1000.27,0.0,67.0
2025-06-01 18:02:51,1748786571.0,21.32,57.27,80.0,0.06,2.2,2.3,2.3,2.3,60.0,417.0,1000.28,0.0,67.0
2025-06-01 18:03:51,1748786631.0,21.34,57.23,80.0,0.06,2.2,2.4,2.4,2.4,60.0,417.0,1000.29,0.0,66.0
2025-06-01 18:04:51,1748786691.0,21.35,57.2,80.0,0.06,2.1,2.2,2.2,2.2,60.0,417.0,1000.3,0.0,66.0
2025-06-01 18:05:51,1748786751.0,21.36,57.17,80.0,0.06,2.5,2.6,2.6,2.6,60.0,422.0,1000.3,0.0,66.0
2025-06-01 18:06:51,1748786811.0,21.37,57.11,80.0,0.06,2.9,3.1,3.1,3.1,60.0,422.0,1000.31,0.0,66.0
2025-06-01 18:07:51,1748786871.0,21.36,57.11,80.0,0.06,3.1,3.3,3.3,3.3,60.0,423.0,1000.32,0.0,65.0
2025-06-01 18:08:51,1748786931.0,21.35,57.12,80.0,0.06,2.7,2.9,2.9,2.9,60.0,418.0,1000.32,0.0,64.0
2025-06-01 18:09:51,1748786991.0,21.33,57.17,80.0,0.06,3.0,3.1,3.1,3.1,60.0,420.0,1000.32,0.0,62.0
2025-06-01 18:10:51,1748787051.0,21.31,57.25,80.0,0.06,2.9,3.1,3.1,3.1,60.0,419.0,1000.33,0.0,61.0
2025-06-01 18:11:51,1748787111.0,21.29,57.34,80.0,0.05,3.0,3.2,3.2,3.2,60.0,415.0,1000.33,0.0,59.0
2025-06-01 18:12:51,1748787171.0,21.28,57.44,80.0,0.05,3.0,3.1,3.1,3.1,60.0,419.0,1000.34,0.0,57.0
2025-06-01 18:13:51,1748787231.0,21.26,57.5,80.0,0.05,2.8,2.9,2.9,2.9,60.0,422.0,1000.34,0.0,56.0
2025-06-01 18:14:51,1748787291.0,21.25,57.59,80.0,0.05,2.7,2.9,2.9,2.9,60.0,427.0,1000.33,0.0,56.0
2025-06-01 18:15:51,1748787351.0,21.24,57.66,80.0,0.05,2.6,2.8,2.8,2.8,60.0,425.0,1000.32,0.0,55.0
2025-06-01 18:16:51,1748787411.0,21.24,57.7,80.0,0.05,2.6,2.7,2.7,2.7,60.0,422.0,1000.29,0.0,54.0
2025-06-01 18:17:51,1748787471.0,21.22,57.75,80.0,0.05,2.9,3.1,3.1,3.1,60.0,423.0,1000.27,0.0,53.0
2025-06-01 18:18:51,1748787531.0,21.22,57.75,80.0,0.05,2.8,2.9,2.9,2.9,60.0,420.0,1000.25,0.0,52.0
2025-06-01 18:19:51,1748787591.0,21.21,57.78,80.0,0.05,2.7,2.9,2.9,2.9,60.0,424.0,1000.24,0.0,52.0
2025-06-01 18:20:51,1748787651.0,21.2,57.76,80.0,0.05,2.9,3.1,3.1,3.1,60.0,425.0,1000.24,0.0,52.0
2025-06-01 18:21:51,1748787711.0,21.19,57.77,80.0,0.05,2.4,2.5,2.5,2.5,60.0,422.0,1000.25,0.0,51.0
2025-06-01 18:22:51,1748787771.0,21.19,57.79,80.0,0.05,2.7,2.9,2.9,2.9,60.0,425.0,1000.26,0.0,51.0
2025-06-01 18:23:51,1748787831.0,21.18,57.84,80.0,0.05,2.8,2.9,2.9,2.9,60.0,425.0,1000.26,0.0,50.0
2025-06-01 18:24:51,1748787891.0,21.18,57.86,80.0,0.05,2.8,3.0,3.0,3.0,61.0,421.0,1000.29,0.0,50.0
2025-06-01 18:25:51,1748787951.0,21.18,57.91,80.0,0.05,3.0,3.2,3.2,3.2,60.0,424.0,1000.3,0.0,50.0
2025-06-01 18:26:51,1748788011.0,21.17,57.87,80.0,0.05,3.0,3.1,3.1,3.1,60.0,426.0,1000.29,0.0,49.0
2025-06-01 18:27:51,1748788071.0,21.17,57.88,80.0,0.05,2.6,2.7,2.7,2.7,60.0,432.0,1000.28,0.0,49.0
2025-06-01 18:28:51,1748788131.0,21.17,57.88,80.0,0.05,2.8,3.0,3.0,3.0,60.0,433.0,1000.27,0.0,49.0
2025-06-01 18:29:51,1748788191.0,21.17,57.9,80.0,0.05,3.0,3.2,3.2,3.2,60.0,436.0,1000.27,0.0,49.0
2025-06-01 18:30:51,1748788251.0,21.17,57.92,80.0,0.05,3.1,3.3,3.3,3.3,61.0,434.0,1000.28,0.0,49.0
2025-06-01 18:31:51,1748788311.0,21.17,57.93,80.0,0.05,2.7,2.8,2.8,2.8,60.0,431.0,1000.28,0.0,49.0
2025-06-01 18:32:51,1748788371.0,21.17,57.93,80.0,0.05,2.9,3.1,3.1,3.1,60.0,425.0,1000.29,0.0,49.0
2025-06-01 18:33:51,1748788431.0,21.17,57.94,80.0,0.05,2.8,3.0,3.0,3.0,60.0,421.0,1000.29,0.0,49.0
2025-06-01 18:34:51,1748788491.0,21.17,57.93,80.0,0.05,2.9,3.1,3.1,3.1,60.0,428.0,1000.28,0.0,50.0
2025-06-01 18:35:51,1748788551.0,21.17,57.93,80.0,0.05,2.8,3.0,3.0,3.0,60.0,426.0,1000.27,0.0,50.0
2025-06-01 18:36:51,1748788611.0,21.17,57.91,80.0,0.05,2.7,2.9,2.9,2.9,60.0,423.0,1000.28,0.0,50.0
2025-06-01 18:37:51,1748788671.0,21.17,57.92,80.0,0.05,3.1,3.2,3.2,3.2,60.0,418.0,1000.28,0.0,50.0
2025-06-01 18:38:51,1748788731.0,21.17,57.92,80.0,0.05,2.8,2.9,2.9,2.9,60.0,417.0,1000.29,0.0,50.0
2025-06-01 18:39:51,1748788791.0,21.17,57.93,80.0,0.05,2.6,2.7,2.7,2.7,60.0,417.0,1000.29,0.0,50.0
2025-06-01 18:40:51,1748788851.0,21.18,57.94,80.0,0.05,2.9,3.0,3.0,3.0,60.0,419.0,1000.28,0.0,50.0
2025-06-01 18:41:51,1748788911.0,21.18,57.93,80.0,0.05,2.5,2.7,2.7,2.7,60.0,420.0,1000.26,0.0,50.0
2025-06-01 18:42:51,1748788971.0,21.18,57.93,80.0,0.05,2.7,2.8,2.8,2.8,60.0,422.0,1000.25,0.0,50.0
2025-06-01 18:43:51,1748789031.0,21.18,57.94,80.0,0.05,3.1,3.3,3.3,3.3,60.0,418.0,1000.26,0.0,50.0
2025-06-01 18:44:51,1748789091.0,21.18,57.93,80.0,0.05,3.2,3.4,3.4,3.4,60.0,418.0,1000.27,0.0,50.0
2025-06-01 18:45:51,1748789151.0,21.18,57.95,80.0,0.05,2.9,3.1,3.1,3.1,60.0,418.0,1000.27,0.0,50.0
2025-06-01 18:46:51,1748789211.0,21.18,57.98,80.0,0.05,2.7,2.8,2.8,2.8,60.0,422.0,1000.27,0.0,50.0
2025-06-01 18:47:51,1748789271.0,21.17,57.98,80.0,0.05,3.0,3.2,3.2,3.2,60.0,424.0,1000.27,0.0,50.0
2025-06-01 18:48:51,1748789331.0,21.17,58.03,80.0,0.05,2.8,3.0,3.0,3.0,60.0,424.0,1000.27,0.0,50.0
2025-06-01 18:49:51,1748789391.0,21.17,58.0,80.0,0.05,2.9,3.1,3.1,3.1,60.0,421.0,1000.25,0.0,49.0
2025-06-01 18:50:51,1748789451.0,21.16,58.0,80.0,0.05,2.9,3.1,3.1,3.1,60.0,423.0,1000.25,0.0,49.0
2025-06-01 18:51:51,1748789511.0,21.16,58.06,80.0,0.05,2.7,2.9,2.9,2.9,60.0,431.0,1000.25,0.0,49.0
2025-06-01 18:52:51,1748789571.0,21.15,58.03,80.0,0.05,2.8,3.0,3.0,3.0,60.0,431.0,1000.25,0.0,49.0
2025-06-01 18:53:51,1748789631.0,21.15,58.03,80.0,0.05,2.9,3.0,3.0,3.0,60.0,428.0,1000.25,0.0,49.0
2025-06-01 18:54:51,1748789691.0,21.15,58.06,80.0,0.05,2.9,3.1,3.1,3.1,60.0,426.0,1000.24,0.0,49.0
2025-06-01 18:55:51,1748789751.0,21.14,57.97,80.0,0.05,2.5,2.7,2.7,2.7,60.0,422.0,1000.23,0.0,49.0
2025-06-01 18:56:51,1748789811.0,21.14,58.0,80.0,0.05,2.7,2.9,2.9,2.9,60.0,422.0,1000.22,0.0,49.0
2025-06-01 18:57:51,1748789871.0,21.14,57.97,80.0,0.05,2.6,2.7,2.7,2.7,60.0,422.0,1000.22,0.0,49.0
2025-06-01 18:58:51,1748789931.0,21.14,57.92,80.0,0.05,2.7,2.9,2.9,2.9,60.0,419.0,1000.22,0.0,49.0
2025-06-01 18:59:51,1748789991.0,21.14,57.92,80.0,0.05,2.5,2.7,2.7,2.7,60.0,415.0,1000.21,0.0,49.0
2025-06-01 19:00:51,1748790051.0,21.15,57.9,80.0,0.05,2.5,2.7,2.7,2.7,60.0,413.0,1000.2,0.0,48.0
2025-06-01 19:01:51,1748790111.0,21.15,57.87,80.0,0.05,2.4,2.5,2.5,2.5,60.0,415.0,1000.21,0.0,48.0
2025-06-01 19:02:51,1748790171.0,21.15,57.88,80.0,0.05,2.6,2.8,2.8,2.8,60.0,418.0,1000.2,0.0,48.0
2025-06-01 19:03:51,1748790231.0,21.14,57.86,80.0,0.05,2.8,3.0,3.0,3.0,60.0,425.0,1000.2,0.0,48.0
2025-06-01 19:04:51,1748790291.0,21.14,57.85,80.0,0.05,2.7,2.8,2.8,2.8,60.0,432.0,1000.2,0.0,48.0
2025-06-01 19:05:51,1748790351.0,21.14,57.86,80.0,0.05,2.8,3.0,3.0,3.0,60.0,434.0,1000.21,0.0,48.0
2025-06-01 19:06:51,1748790411.0,21.14,57.88,80.0,0.05,2.8,3.0,3.0,3.0,60.0,427.0,1000.21,0.0,48.0
2025-06-01 19:07:51,1748790471.0,21.15,57.92,80.0,0.05,2.5,2.6,2.6,2.6,60.0,423.0,1000.2,0.0,48.0
2025-06-01 19:08:51,1748790531.0,21.15,57.89,80.0,0.05,2.5,2.6,2.6,2.6,60.0,417.0,1000.19,0.0,48.0
2025-06-01 19:09:51,1748790591.0,21.16,57.92,80.0,0.05,2.8,3.0,3.0,3.0,60.0,417.0,1000.18,0.0,47.0
2025-06-01 19:10:51,1748790651.0,21.15,57.92,80.0,0.05,2.9,3.1,3.1,3.1,60.0,414.0,1000.18,0.0,47.0
2025-06-01 19:11:51,1748790711.0,21.16,57.97,80.0,0.05,2.6,2.8,2.8,2.8,60.0,418.0,1000.17,0.0,47.0
2025-06-01 19:12:51,1748790771.0,21.16,57.94,80.0,0.05,2.8,2.9,2.9,2.9,60.0,417.0,1000.17,0.0,47.0
2025-06-01 19:13:51,1748790831.0,21.16,57.98,80.0,0.05,2.9,3.1,3.1,3.1,60.0,418.0,1000.18,0.0,47.0
2025-06-01 19:14:51,1748790891.0,21.16,57.97,80.0,0.05,2.7,2.8,2.8,2.8,60.0,417.0,1000.19,0.0,47.0
2025-06-01 19:15:51,1748790951.0,21.16,57.99,80.0,0.05,2.8,2.9,2.9,2.9,60.0,420.0,1000.2,0.0,47.0
2025-06-01 19:16:51,1748791011.0,21.16,58.03,80.0,0.05,3.1,3.2,3.2,3.2,60.0,422.0,1000.2,0.0,47.0
2025-06-01 19:17:51,1748791071.0,21.16,57.98,80.0,0.05,3.0,3.2,3.2,3.2,60.0,418.0,1000.19,0.0,47.0
2025-06-01 19:18:51,1748791131.0,21.16,58.02,80.0,0.05,2.6,2.8,2.8,2.8,60.0,411.0,1000.19,0.0,47.0
2025-06-01 19:19:51,1748791191.0,21.16,58.01,80.0,0.05,2.9,3.0,3.0,3.0,60.0,410.0,1000.19,0.0,47.0
2025-06-01 19:20:51,1748791251.0,21.16,58.02,80.0,0.05,2.8,3.0,3.0,3.0,60.0,418.0,1000.19,0.0,47.0
2025-06-01 19:21:51,1748791311.0,21.15,58.07,80.0,0.05,2.7,2.9,2.9,2.9,60.0,415.0,1000.21,0.0,47.0
2025-06-01 19:22:51,1748791371.0,21.16,57.99,80.0,0.05,2.7,2.9,2.9,2.9,60.0,414.0,1000.23,0.0,47.0
2025-06-01 19:23:51,1748791431.0,21.16,57.99,80.0,0.05,2.6,2.8,2.8,2.8,60.0,420.0,1000.24,0.0,47.0
2025-06-01 19:24:51,1748791491.0,21.15,57.99,80.0,0.05,2.8,3.0,3.0,3.0,60.0,420.0,1000.24,0.0,47.0
2025-06-01 19:25:51,1748791551.0,21.15,58.0,80.0,0.05,2.6,2.8,2.8,2.8,60.0,422.0,1000.24,0.0,47.0
2025-06-01 19:26:51,1748791611.0,21.15,58.03,80.0,0.05,3.2,3.4,3.4,3.4,60.0,421.0,1000.25,0.0,47.0
2025-06-01 19:27:51,1748791671.0,21.15,58.01,80.0,0.05,2.7,2.9,2.9,2.9,60.0,422.0,1000.25,0.0,47.0
2025-06-01 19:28:51,1748791731.0,21.15,57.96,80.0,0.05,2.6,2.7,2.7,2.7,60.0,419.0,1000.25,0.0,47.0
2025-06-01 19:29:51,1748791791.0,21.16,57.92,80.0,0.05,2.4,2.6,2.6,2.6,60.0,418.0,1000.25,0.0,47.0
2025-06-01 19:30:51,1748791851.0,21.16,57.91,80.0,0.05,2.7,2.9,2.9,2.9,60.0,424.0,1000.25,0.0,47.0
2025-06-01 19:31:51,1748791911.0,21.17,57.9,80.0,0.05,2.5,2.6,2.6,2.6,60.0,424.0,1000.24,0.0,47.0
2025-06-01 19:32:51,1748791971.0,21.17,57.87,80.0,0.05,2.6,2.8,2.8,2.8,61.0,425.0,1000.25,0.0,47.0
2025-06-01 19:33:51,1748792031.0,21.17,57.92,80.0,0.05,2.9,3.1,3.1,3.1,60.0,424.0,1000.25,0.0,47.0
2025-06-01 19:34:51,1748792091.0,21.17,57.85,80.0,0.05,2.9,3.1,3.1,3.1,60.0,423.0,1000.27,0.0,47.0
2025-06-01 19:35:51,1748792151.0,21.17,57.88,80.0,0.05,2.5,2.7,2.7,2.7,60.0,423.0,1000.29,0.0,47.0
2025-06-01 19:36:51,1748792211.0,21.18,57.84,80.0,0.05,2.5,2.7,2.7,2.7,60.0,423.0,1000.31,0.0,47.0
2025-06-01 19:37:51,1748792271.0,21.19,57.81,80.0,0.05,2.9,3.1,3.1,3.1,60.0,428.0,1000.34,0.0,47.0
2025-06-01 19:38:51,1748792331.0,21.2,57.83,80.0,0.05,2.5,2.7,2.7,2.7,60.0,427.0,1000.35,0.0,48.0
2025-06-01 19:39:51,1748792391.0,21.2,57.81,80.0,0.05,2.7,2.9,2.9,2.9,60.0,426.0,1000.35,0.0,48.0
2025-06-01 19:40:51,1748792451.0,21.2,57.86,80.0,0.05,2.7,2.8,2.8,2.8,60.0,432.0,1000.35,0.0,48.0
2025-06-01 19:41:51,1748792511.0,21.2,57.91,80.0,0.05,2.4,2.5,2.5,2.5,60.0,430.0,1000.36,0.0,48.0
2025-06-01 19:42:51,1748792571.0,21.2,57.9,80.0,0.05,2.7,2.9,2.9,2.9,60.0,427.0,1000.38,0.0,48.0
2025-06-01 19:43:51,1748792631.0,21.2,57.95,80.0,0.05,2.8,3.0,3.0,3.0,60.0,426.0,1000.39,0.0,48.0
2025-06-01 19:44:51,1748792691.0,21.19,57.95,80.0,0.05,2.8,2.9,2.9,2.9,60.0,421.0,1000.4,0.0,48.0
2025-06-01 19:45:51,1748792751.0,21.19,57.95,80.0,0.05,2.3,2.5,2.5,2.5,60.0,420.0,1000.39,0.0,48.0
2025-06-01 19:46:51,1748792811.0,21.19,57.97,80.0,0.05,2.4,2.6,2.6,2.6,60.0,423.0,1000.35,0.0,48.0
2025-06-01 19:47:51,1748792871.0,21.19,57.97,80.0,0.05,2.8,3.0,3.0,3.0,60.0,423.0,1000.33,0.0,48.0
2025-06-01 19:48:51,1748792931.0,21.19,57.98,80.0,0.05,2.6,2.8,2.8,2.8,60.0,421.0,1000.33,0.0,48.0
2025-06-01 19:49:51,1748792991.0,21.19,58.02,80.0,0.05,2.6,2.8,2.8,2.8,60.0,420.0,1000.35,0.0,47.0
2025-06-01 19:50:51,1748793051.0,21.19,58.0,80.0,0.05,2.9,3.1,3.1,3.1,60.0,421.0,1000.37,0.0,47.0
2025-06-01 19:51:51,1748793111.0,21.19,58.08,80.0,0.05,2.6,2.7,2.7,2.7,60.0,420.0,1000.39,0.0,47.0
2025-06-01 19:52:51,1748793171.0,21.19,58.09,80.0,0.05,2.6,2.7,2.7,2.7,60.0,428.0,1000.4,0.0,47.0
2025-06-01 19:53:51,1748793231.0,21.19,58.09,80.0,0.05,2.5,2.7,2.7,2.7,60.0,426.0,1000.4,0.0,47.0
2025-06-01 19:54:51,1748793291.0,21.19,58.12,80.0,0.05,2.7,2.8,2.8,2.8,60.0,417.0,1000.4,0.0,47.0
2025-06-01 19:55:51,1748793351.0,21.2,58.13,80.0,0.05,2.6,2.8,2.8,2.8,60.0,420.0,1000.4,0.0,47.0
2025-06-01 19:56:51,1748793411.0,21.19,58.12,80.0,0.05,2.7,2.8,2.8,2.8,60.0,416.0,1000.4,0.0,47.0
2025-06-01 19:57:51,1748793471.0,21.19,58.12,80.0,0.05,2.8,3.0,3.0,3.0,60.0,418.0,1000.4,0.0,47.0
2025-06-01 19:58:51,1748793531.0,21.19,58.14,80.0,0.05,2.8,3.0,3.0,3.0,60.0,418.0,1000.41,0.0,47.0
2025-06-01 19:59:51,1748793591.0,21.18,58.14,80.0,0.05,2.7,2.9,2.9,2.9,60.0,424.0,1000.43,0.0,47.0
2025-06-01 20:00:51,1748793651.0,21.18,58.14,80.0,0.05,2.6,2.8,2.8,2.8,60.0,424.0,1000.45,0.0,47.0
2025-06-01 20:01:51,1748793711.0,21.19,58.15,80.0,0.05,2.5,2.7,2.7,2.7,60.0,419.0,1000.47,0.0,46.0
2025-06-01 20:02:51,1748793771.0,21.19,58.15,80.0,0.05,2.7,2.8,2.8,2.8,60.0,415.0,1000.48,0.0,46.0
2025-06-01 20:03:51,1748793831.0,21.19,58.11,80.0,0.05,2.6,2.7,2.7,2.7,60.0,416.0,1000.48,0.0,47.0
2025-06-01 20:04:51,1748793891.0,21.19,58.08,80.0,0.05,2.7,2.9,2.9,2.9,60.0,418.0,1000.48,0.0,46.0
2025-06-01 20:05:51,1748793951.0,21.2,58.0,80.0,0.05,2.5,2.6,2.6,2.6,60.0,421.0,1000.48,0.0,46.0
2025-06-01 20:06:51,1748794011.0,21.2,57.95,80.0,0.05,2.3,2.4,2.4,2.4,60.0,421.0,1000.48,0.0,46.0
2025-06-01 20:07:51,1748794071.0,21.19,57.95,80.0,0.05,2.7,2.8,2.8,2.8,60.0,421.0,1000.48,0.0,46.0
2025-06-01 20:08:51,1748794131.0,21.19,57.89,80.0,0.05,2.7,2.9,2.9,2.9,60.0,418.0,1000.47,0.0,46.0
2025-06-01 20:09:51,1748794191.0,21.19,57.89,80.0,0.05,2.7,2.8,2.8,2.8,60.0,421.0,1000.47,0.0,46.0
